"","message","created_time","id","likes","comments","type","message_wc","pageLikes","pageTalkingAbout","likes10","hour","dow","message_wc2"
"infoDataTemp","What better way to enjoy a Sunday, than with one of our Roast dinners with home made Yorkshire Pudding. Then after that pop back later tonight for our quiz which wil start around 9pm. See you later!","2012-02-26T12:50:41+0000","118934634824619_324833257568088","0","0","photo","37","118","4","0","12","Sun","1369"
"infoDataTemp","Gravy Anyone? It’s Great British Pie Week, 5th-11th March with our chefs dishing up some special additions to the menu and the pub expecting some pie-loving, hungry folk.","2012-02-22T20:40:30+0000","118934634824619_322485917802822","0","0","photo","28","118","4","0","20","Wed","784"
"infoDataTemp","It's Shrove Tuesday next week, and that mean Pancakes! We will be serving pancakes both sweet or savoury. Strawberries & cream or why not try them with smoked salmon & cream cheese, for only £2.95 each. Which ones will you try?","2012-02-18T14:19:21+0000","118934634824619_319608038090610","0","0","photo","41","118","4","0","14","Sat","1681"
"infoDataTemp","Don't panic if you haven't booked a table yet. We still have some places available. Give us a call on 0208 363 1917 to reserve one of our remaining tables and enjoy our special Valentines Menu for £19.95 per person.","2012-02-13T17:10:40+0000","118934634824619_316216145096466","0","0","photo","40","118","4","0","17","Mon","1600"
"infoDataTemp","Warm up in this cold weather with a nice Steak & Kidney pudding from our specials board. We also have a Chicken & Ham pie on the board too!","2012-02-10T12:43:26+0000","118934634824619_314053558646058","0","0","photo","29","118","4","0","12","Fri","841"
"infoDataTemp","Don't bother driving anywhere today, just have a walk down to The Jolly Farmers and have one of our home cooked Sunday roasts. If you want to get out later, our quiz will be on with the chance to win a £160 rolling jackpot. See you later!","2012-02-05T12:46:22+0000","118934634824619_310622278989186","0","0","photo","47","118","4","0","12","Sun","2209"
"infoDataTemp","Are you sat at home, not sure what to do? We'll be starting our quiz in just over an hour's time. Why not come down and join in the fun. Our snowball cash prize tonight stands at £120, but remember you've gotta be in it, to win it!","2012-01-29T19:41:52+0000","118934634824619_305911589460255","0","0","photo","48","118","4","0","19","Sun","2304"
"infoDataTemp","Celebrate Valentines Day with us. Tuesday 14th February our set menu £19.95","2012-01-27T15:10:21+0000","118934634824619_304421982942549","1","0","photo","12","118","4","1","15","Fri","144"
"infoDataTemp","Psychic Night Thursday 26th January. Readings will be taking place from 5pm till 10.30pm. Phone us on 0208 363 1917 to book a table!","2012-01-22T19:35:45+0000","118934634824619_301243223260425","0","0","photo","24","118","4","0","19","Sun","576"
"infoDataTemp","We still have tables left for our Burns Night dinner. 4 courses for only £19.95 with a wee drambuie to wash it down with.","2012-01-20T12:36:54+0000","118934634824619_299740046744076","0","0","photo","24","118","4","0","12","Fri","576"
"infoDataTemp","We wil be having a celebration of Robert Burns & Scottish cuisine on the 25th January, Burns Night. We have a traditional Scottish 4 course menu available from 6pm. Places will limited, so book your table early to aviod disappointment!","2012-01-10T14:15:13+0000","118934634824619_293502860701128","0","0","photo","40","118","4","0","14","Tue","1600"
"infoDataTemp","Not sure what to do tonight? Why not come down to The Jolly Farmers for our Quiz Night. We'll be starting just before 9pm. Both cash and spot prizes to be won. See you soon!","2012-01-08T19:23:33+0000","118934634824619_292443810807033","0","0","photo","35","118","4","0","19","Sun","1225"
"infoDataTemp","Fed up with the grey skies and constant rain?....So are we! So come and CELEBRATE GREAT MEXICAN WEEK with us from 2nd-8th May. There will be great food specials and Lemonade Margarita pitchers available all week. Perfect party drinks and nibbles.","2012-04-23T21:05:13+0000","108738982478120_408303422521673","0","0","photo","41","199","1","0","21","Mon","1681"
"infoDataTemp","KEEP SUNDAY SPECIAL join Mark and the Jolly Fisherman this sunday for a Great Sunday Roast we have Beef and Lamb this week also our new menu.The sun is shining and the benches are on the green so lets hope the rain stays away . To book a table please call on of the team on 01920870125","2012-04-22T08:18:35+0000","108738982478120_407230819295600","0","0","photo","57","199","1","0","08","Sun","3249"
"infoDataTemp","It's thursday so get yourselves along to the Jolly Fish and kick start your weekend with us. Join in the quiz and it could be you walking away with the cash prize. Why not book a table with us and make a night of it too? Call 01920 870 125 for reservations.","2012-04-19T08:34:26+0000","108738982478120_405268529491829","0","0","photo","52","199","1","0","08","Thu","2704"
"infoDataTemp","This Sunday treat yourself to a delicious Roast Dinner at the Jolly Fisherman. Choose from Beef, Pork or Turkey and let our fantastic team look after you as you relax with a glass from our NEW wine list or a lovely pint of McMullens Ale. Booking is advisable so call 01920 870 125. We look forward to seeing you!","2012-04-14T20:13:34+0000","108738982478120_400503089968373","0","0","photo","59","199","1","0","20","Sat","3481"
"infoDataTemp","Thursday means one thing thats right get your brains ready guys because it's Quiz night at the jolly fisherman so get down nice and early so you get a table.To book a table pls call 01920870125 and tonight we will give you 20% off your food bill but pls let the staff know that you say this advert as it is a facebook offer.
hope to see you soon
JF Team","2012-04-12T08:42:56+0000","108738982478120_398909446794404","0","0","photo","69","199","1","0","08","Thu","4761"
"infoDataTemp","Happy Easter everone and yes it's that time of the week when we say KEEP SUNDAY SPECIAL so get yourselves to the JF for a great sunday roast and don't forget our brand new menu. To book a table call 01920 870 125.","2012-04-07T22:38:40+0000","108738982478120_395891750429507","0","0","photo","43","199","1","0","22","Sat","1849"
"infoDataTemp","Kick start the Bank Holiday Weekend with our Thursday Night Quiz and you could be the lucky winners of the cash prize!! How about making a night of it and trying out our NEW MENU too? Call 01920 870 125 to book a table....come and join in the fun!! :o)","2012-04-04T21:13:13+0000","108738982478120_394037077281641","0","0","photo","50","199","1","0","21","Wed","2500"
"infoDataTemp","Our new seasonal menu for Spring/Summer launches Wed 4th April. We're all about family and friends, so our chefs have created a bunch of new sharing dishes perfect for any occasion...Deli Board with Italian meats & a new improved Seafood Basket just for tasters.","2012-04-03T14:09:43+0000","108738982478120_393178960700786","0","0","photo","44","199","1","0","14","Tue","1936"
"infoDataTemp","Well it's Half term so why not join us at the jolly fisherman this week and don't forget it's easter weekend this week too.
New Menu this Wednesday come and see whats new
Just to temp you along(RIBS ARE BACK)","2012-04-01T22:57:31+0000","108738982478120_392193104132705","1","0","photo","38","199","1","1","22","Sun","1444"
"infoDataTemp","At the Jolly Fisherman we like to keep Sundays special....So come along and enjoy one of our delicious roast dinners. This week choose from Beef, Lamb or Pork with all the trimmings including Giant Homemade Yorkshire Puds and let our fantastic team look after you. Booking is advisable, call 01920 870 125 for reservations. We look forward to seeing you!!","2012-03-31T19:01:34+0000","108738982478120_391486377536711","0","0","photo","60","199","1","0","19","Sat","3600"
"infoDataTemp","Its Thursday and that means it's QUIZ NIGHT at the Jolly Fisherman. Why not book a table too and make a night of it taking advantage of our 3 courses for £10 offer. Call 01920 870 125 for reservations and it could be you winning the cash prize!!","2012-03-29T11:24:23+0000","108738982478120_390007221017960","0","0","photo","48","199","1","0","11","Thu","2304"
"infoDataTemp","IT'S PRIZE TIME mmmm read on everyone
Mark and the team will be giving a Prize of a Bottle of Fizz to our 250th Friend who signs up to our facebook page(offer applies up to the 8th april)so go on be a friend and LIKE US","2012-03-27T22:54:53+0000","108738982478120_389124324439583","0","0","photo","45","199","1","0","22","Tue","2025"
"infoDataTemp","THE SUN HAS GOT HIS HAT ON....HIP HIP HIP HOORAY!!!
The sun is shining and the benches are out on the green. We are expecting a lovely sunny weekend so why not come along and enjoy a delicious meal and a drink and have a lazy afternoon by the river while our fantastic team look after you!","2012-03-23T12:53:58+0000","108738982478120_384921828193166","1","0","photo","56","199","1","1","12","Fri","3136"
"infoDataTemp","Its Thursday and that can only mean one thing....IT'S QUIZ NIGHT!!! So come along and join in the fun for a chance to win the cash prize. Why not make a night of it and take advantage of our 3 courses for £10 offer....call 01920 870 125 to book a table. We look forward to seeing you. :)","2012-03-22T15:58:33+0000","108738982478120_384390378246311","0","0","photo","58","199","1","0","15","Thu","3364"
"infoDataTemp","We are expecting another beautiful sunny day tomorrow, so come along and sit out by the river and enjoy a nice drink and a tasty meal. Perhaps a delicious chicken and bacon ceasar salad washed down with a cool glass of wine from our wine list, or classic freshly battered fish and chips with one of our McMullens Ales. Sounds too good to turn down!","2012-03-21T15:49:05+0000","108738982478120_383785638306785","0","1","photo","65","199","1","0","15","Wed","4225"
"infoDataTemp","We hope that all you yummy mummys had a very happy Mothers Day yesterday.
What a beautiful sunny Monday morning to get the week started, our benches are out on the green so come along and enjoy the sunshine with us. And don't forget our 3 courses for £10 offer from 3pm Monday to Thursday.","2012-03-19T09:34:26+0000","108738982478120_382379921780690","0","0","photo","54","199","1","0","09","Mon","2916"
"infoDataTemp","QUIZ NIGHT....
Don't forget that Thursday night is Quiz Night at the Jolly Fisherman. So come along to enjoy the fun and it could be you walking away with the cash prize!","2012-03-14T17:38:46+0000","108738982478120_379566338728715","0","0","photo","31","199","1","0","17","Wed","961"
"infoDataTemp","What a lovely sunny weekend we all had and we were so lucky that we were allowed to have our benches out on the green 3 weeks early it was great to see you all enjoying the sunshine and we hope to see you all again very soon","2012-03-12T10:25:33+0000","108738982478120_378091355542880","2","0","photo","48","199","1","1","10","Mon","2304"
"infoDataTemp","This Sunday we will be serving up delicious Roast Beef and Roast Pork with Giant Homemade Yorkshire Puddings.
Booking is advisable so call 01920 870 125 and let our amazing team look after you.","2012-03-10T21:11:52+0000","108738982478120_377152448970104","0","0","photo","33","199","1","0","21","Sat","1089"
"infoDataTemp","MOTHERS DAY... SUNDAY 18th MARCH
Is only just over a week away and only a few spaces left.  However, book from 6pm onwards and get 2 courses for just £10.95 each. Chose a starter and a roast dinner or a roast and a yummy dessert and let our fantastic team look after you and your family....because Mum deserves a treat! :o)
Call 01920 870 125 for reservations.","2012-03-09T09:41:55+0000","108738982478120_376216815730334","0","0","photo","66","199","1","0","09","Fri","4356"
"infoDataTemp","THURSDAY QUIZ NIGHT
Come and join in the fun and it could be you walking away with the cash prize. 

Why not make a night of it and book a table to celebrate GREAT BRITISH PIE WEEK with us...our chefs are serving up some treats including duck and wild mushroom and classics such as chicken and ham.

Call 01920 870 125 for reservations","2012-03-07T09:41:02+0000","108738982478120_374928799192469","0","0","photo","61","199","1","0","09","Wed","3721"
"infoDataTemp","PIE WEEK at the JOLLY FISHERMAN
Come join us all week for a variety of Great Pies
We have some classics like steak and ale/chicken and ham to ham and haddock and duck and wild mushroom we also have a vegetarien parsnip,lentil and chestnut pie so come and join us this week.","2012-03-05T12:59:31+0000","108738982478120_373666082652074","0","0","photo","50","199","1","0","12","Mon","2500"
"infoDataTemp","Keep Sunday Special
Join the team this sunday at the jolly fisherman for our Great Sunday Roasts this week we have Roast Beef or Turkey and home made yorkshire puddings Yum Yum.
To make a booking call 01920870125","2012-03-04T00:11:40+0000","108738982478120_372770749408274","0","0","photo","36","199","1","0","00","Sun","1296"
"infoDataTemp","GREAT BRITISH PIE WEEK 5th - 11th MARCH
Our Chefs will be serving up some delicious pies for you to choose from next week, so don't miss out and get yourselves along to the Jolly Fish.","2012-03-01T22:33:51+0000","108738982478120_371501549535194","0","0","photo","35","199","1","0","22","Thu","1225"
"infoDataTemp","QUIZ NIGHT EVERY THURSDAY
Well its time to get those brains charged as its our quiz night with a cash prize and lots of fun so come and join in the fun tonight. Dont forget our chefs are here till 9.30 so why not treat yourselves to a meal or maybe a yummy dessert.","2012-03-01T09:07:49+0000","108738982478120_371057686246247","0","0","photo","53","199","1","0","09","Thu","2809"
"infoDataTemp","Only 4 Days left of Cask Ale Week. Did you know you can enjoy cask beer from the comfort of your home? As a Facebook Fan you get an exclusive 20% discount on all McMullen ale at the online beer shop until 9th October. When placing your order enter this code: CA5KW33K

http://mcmullens.co.uk/ourbeers.php
","2011-10-06T10:31:58+0000","117226721621921_228402157213772","0","0","link","52","11","3","0","10","Thu","2704"
"infoDataTemp","Bank Holiday outing? Join us with your friends and family to share our Combo platter including mozzarella sticks, cheese filled sweet chilli peppers, onion rings, garlic mushrooms, potato wedges and dips. A winner and great value!","2011-08-24T18:20:35+0000","117226721621921_268371986507393","0","0","status","36","11","3","0","18","Wed","1296"
"infoDataTemp","Name Our Beer and WIN finale: Augustus Macsimus is the winning ale name from Steve Wyatt, a McMullen’s customer at the White Horse, Burnham Green. Apparently to get the Ancient Britons on their side, Centurion Augustus Macsimus set up the ‘Macs Elemnull’ brewery in a Roman fort near Hertford, hence their famous motto of ‘We came, we saw, we brewed”. The runner’s up are customers: Giles Chapman, Brian Ponting, John Nichols, Pamela Clay and John Bowness. We were chuffed with all the suggestions and want to say cheers to all those who entered! Big thumbs up from the Macs brewery team.","2011-08-17T15:07:24+0000","117226721621921_264642150213710","0","0","photo","101","11","3","0","15","Wed","10201"
"infoDataTemp","its chelsea V barca tonight..... the crib team just lost out 5,4 last night oh well 2nd in the league one final lost ..one more to go come on the kitch","2012-04-24T08:21:01+0000","258343635245_10151559024545246","3","0","status","31","268","6","1","08","Tue","961"
"infoDataTemp","PAUL WOULD LIKE TO THANK EVERYONE THAT POPPED ALONG TODAY THIS HAS BEEN A VERY SPECIAL st georges day  well done the staff","2012-04-23T20:26:26+0000","258343635245_10151556850935246","3","0","status","24","268","6","1","20","Mon","576"
"infoDataTemp","the crib team are playing the bell team in a final tonight ;;so come on the kitch","2012-04-23T08:44:05+0000","258343635245_10151554776125246","2","0","status","17","268","6","1","08","Mon","289"
"infoDataTemp","its ST GEORGE,S DAY..bangers and mash and a music mix.......and west ham on the telly,,RIP DENIS SMITH ,from all your old friends in the kitch","2012-04-23T08:42:43+0000","258343635245_10151554774130246","8","0","status","25","268","6","1","08","Mon","625"
"infoDataTemp","yes i have not forgotten.. the crib team are in one final mon night  come on the kitch,,lets ring the bell right out;;","2012-04-22T15:55:58+0000","258343635245_10151551909405246","2","0","status","24","268","6","1","15","Sun","576"
"infoDataTemp","dont forget its ST GEORGE,S DAY MONDAY..bangers and mash in the kitch +all  the best of english music, land of hope etc etc","2012-04-22T15:53:53+0000","258343635245_10151551902460246","1","0","status","24","268","6","1","15","Sun","576"
"infoDataTemp","its everton V utd...wolves V city and bingo tonight","2012-04-22T10:46:47+0000","258343635245_10151551091815246","0","0","status","9","268","6","0","10","Sun","81"
"infoDataTemp","yes the decoration,s are going up ready for monday ..ST GEORGE,S DAY.. its banger,s and mash day","2012-04-19T08:20:31+0000","258343635245_10151531491795246","1","0","status","17","268","6","1","08","Thu","289"
"infoDataTemp","hi de hi peeps its thurs day yes its the laughalong quiz with the lovely gemma as your question master","2012-04-19T08:18:55+0000","258343635245_10151531440810246","0","0","status","20","268","6","0","08","Thu","400"
"infoDataTemp","tonight its chelsea V barca .. sadly chelsea are the only team from england left in so lets drop our prejudices and get behind them !!!","2012-04-18T09:58:51+0000","258343635245_10151521628765246","0","0","status","26","268","6","0","09","Wed","676"
"infoDataTemp","tonight its bayern  V  real madrid....weds its chelsea V real madrid ist legs of the semi,s","2012-04-17T08:52:46+0000","258343635245_10151517830330246","0","1","status","18","268","6","0","08","Tue","324"
"infoDataTemp","tonite its the arsenal V wigan.. the crib team have a semifinal here so its come on the kitch","2012-04-16T08:49:16+0000","258343635245_10151513993290246","2","0","status","19","268","6","1","08","Mon","361"
"infoDataTemp","its celtic V hearts at 1245..utd V villa at 4 and spurs V chelsea at 6.. then we have bingo at 8..","2012-04-15T09:43:45+0000","258343635245_10151510329660246","0","0","status","22","268","6","0","09","Sun","484"
"infoDataTemp","its cup semi final day liverpool V everton.. and premier league its norwich V city. with the grand national .have you got the magic envelope with the winner in ,come and get it only £2","2012-04-14T09:15:44+0000","258343635245_10151506806895246","1","0","status","35","268","6","1","09","Sat","1225"
"infoDataTemp","its thursday its gemma,s quiz have a laugh whilst you are racking your grey cells for the answers","2012-04-12T06:48:21+0000","258343635245_10151499277580246","0","0","status","18","268","6","0","06","Thu","324"
"infoDataTemp","tonight its QPR V SWANSEA.. THURS ITS GEMMA,S QUIZ CAN YOU BEAT THE QUESTIONS.. THE MONEY FOR THE LAST QUESTION IS GOING UP ..","2012-04-11T09:25:56+0000","258343635245_10151495455710246","0","0","status","24","268","6","0","09","Wed","576"
"infoDataTemp","tonite its blackburn  V LIVERPOOL","2012-04-10T07:47:13+0000","258343635245_10151491477970246","0","0","status","6","268","6","0","07","Tue","36"
"infoDataTemp","hello peepstoday its westham V birmingham..fulham V chelsea.. the kids are egg decorating  so why not get wet inside..","2012-04-09T12:21:46+0000","258343635245_10151487910365246","0","0","status","20","268","6","0","12","Mon","400"
"infoDataTemp","happy birthday dougie we might just have to have another beer to celebrate it","2012-04-08T09:11:59+0000","258343635245_10151483449995246","1","0","status","14","268","6","1","09","Sun","196"
"infoDataTemp","happy easter every body.its qpr V utd..then arsenal V city then at eight its easter bingo .a big thank you to all the fancydressers last night. another enjoyable night in the kitch.","2012-04-08T09:10:51+0000","258343635245_10151483448655246","2","0","status","32","268","6","1","09","Sun","1024"
"infoDataTemp","ITS SATURDAY,WE HAVE SUNDERLAND v spurs ..stoke V wolves..and tonite its 80,s 90,s fancy dress DISCO","2012-04-07T08:01:47+0000","258343635245_10151479867945246","0","0","status","16","268","6","0","08","Sat","256"
"infoDataTemp","its good friday..we have reading V leeds top of the table clash,swansea V newcastle.. barnsley V west ham..dont forget the fancy dress disco sat nite,","2012-04-06T08:19:20+0000","258343635245_10151476425440246","0","0","status","25","268","6","0","08","Fri","625"
"infoDataTemp","yes its thurs day its gemma,s quiz do you have the brain cells to answer the questions. the money is building up if you can answer the big question.","2012-04-05T06:18:26+0000","258343635245_10151472756885246","2","0","status","29","268","6","1","06","Thu","841"
"infoDataTemp","dont forget after sat night,s disco..  sunday its easter bingo with more prizes !!!!!! more laughs..","2012-04-04T19:33:34+0000","258343635245_10151471086125246","0","0","status","17","268","6","0","19","Wed","289"
"infoDataTemp","yes its 80s 90s fancy dress disco this sat 8 tiil late. and has paulie boy beaten his last costume (umpah loompah) he thinks he has be there to see it ..what you wearing ??","2012-04-04T10:53:45+0000","258343635245_10151469625610246","1","0","status","35","268","6","1","10","Wed","1225"
"infoDataTemp","Todays Live F.A. Cup Football is:
Chelsea v Birmingham City 12.30 ko
Sunderland v Arsenal 5.30 ko","2012-02-18T10:04:12+0000","132381636805635_341616152548848","0","0","status","15","75","2","0","10","Sat","225"
"infoDataTemp","Live The Maltsters - Cheshunt this Saturday 21st January :
""AUTUMN STONE"" !!!
Get yopurselves down here for a great night !!!","2012-01-18T00:21:11+0000","132381636805635_320658651311265","1","0","status","20","75","2","1","00","Wed","400"
"infoDataTemp","Live Football Tonight :
Fulham v Arsenal 5.30 pm ko !!","2012-01-02T14:29:20+0000","132381636805635_311405338903263","0","0","status","10","75","2","0","14","Mon","100"
"infoDataTemp","Macs Factor Finale. Well... Wow! What a turnout it was at The Harrier! It was a close one for the judges to decide on. Monica Michael from The Queen's Head received the winner's cheque of £1000, Jay Harvey also from The Queen's Head took second place and Yinka Williams third (from The Maltsters) with a great group of contestants to follow... A big warm THANK YOU to all of those who participated and the community support and a BIG CHEERS to Yinka for winning a title. HURRAY!","2011-12-02T11:38:04+0000","132381636805635_293076750736122","2","0","photo","87","75","2","1","11","Fri","7569"
"infoDataTemp","Live Tonight England v Sweden 7.45ko !!!!!","2011-11-15T10:37:07+0000","132381636805635_283723271671470","0","0","status","7","75","2","0","10","Tue","49"
"infoDataTemp","Big Big congratulations to our last 3 qualifiers for this Saturdays ""Macs Factor"" Semi-final The Maltsters - Cheshunt :
Yinka Williams
Paula
Tony Maguire
Semi- final starts @ 8pm when all 9 contestants will perform 2 songs each in front of the judges. 
The 2 highest scoring will go through to the Grand Final @ the Harrier Hatfield on Thursday 1st December with the chance to win £1000 !!!!
See you all on Saturday !!!
Rachael Norman
Heather Ette
Ian ""Blisso"" Bliss
Dawn
Danielle Warner
Kira Gregory
Yinka Williams
Paula
Tony Maguire","2011-11-15T10:36:05+0000","132381636805635_283723031671494","1","0","status","78","75","2","1","10","Tue","6084"
"infoDataTemp","Dont forget Saturday night is our last heat for the ""Mac's Factor"" The Maltsters - Cheshunt !!
Come down and have a sing to see if you can qualify for our semi-final on Saturday 19 October !!
Both start @8pm","2011-11-11T10:18:27+0000","132381636805635_281602631883534","0","2","status","38","75","2","0","10","Fri","1444"
"infoDataTemp","Tonight FC Galati v Man Utd LIVE @ 7.30pm !!","2011-10-18T16:27:54+0000","132381636805635_270674152976382","0","0","status","10","75","2","0","16","Tue","100"
"infoDataTemp","http://www.facebook.com/#!/MaltstersCheshunt

share our fan page with your friends and family, let them see what happening at your friendly local,   ","2011-10-17T13:31:38+0000","132381636805635_292589910768385","1","0","link","20","75","2","1","13","Mon","400"
"infoDataTemp","Champions league live this tuesday and wednesday night.","2011-10-17T13:30:46+0000","132381636805635_270129146364216","0","0","photo","8","75","2","0","13","Mon","64"
"infoDataTemp","The Macs Factor Karaoke Competition, is your chance to sing to win £1000.00  3 heats one semi final and a grand final,   our heats are Oct 29th - 5th Nov - 12th Nov, semi final 19th Nov,   GRAND final to be held at the Harrier, Hatfield on the 1st December 2011,  good luck to all that enter,","2011-10-10T08:26:35+0000","132381636805635_266769970033467","1","3","photo","63","75","2","1","08","Mon","3969"
"infoDataTemp","Octobers brilliant line up of sports,   Football fans who will you be supporting,","2011-10-07T09:25:51+0000","132381636805635_265429580167506","0","0","photo","15","75","2","0","09","Fri","225"
"infoDataTemp","Tonight from 8pm   ENGLAND live,","2011-10-07T09:22:02+0000","132381636805635_265428850167579","0","0","photo","7","75","2","0","09","Fri","49"
"infoDataTemp","Only 4 Days left of Cask Ale Week. Did you know you can enjoy cask beer from the comfort of your home? As a Facebook Fan you get an exclusive 20% discount on all McMullen ale at the online beer shop until 9th October. When placing your order enter this code: CA5KW33K

http://mcmullens.co.uk/ourbeers.php
","2011-10-06T10:32:36+0000","132381636805635_218512844880331","0","0","link","52","75","2","0","10","Thu","2704"
"infoDataTemp","The Maltsters is having a bit of a face lift!  Please accept our apologies for any inconvenience caused.  However when it is finished, the Malsters will look stunning and you can meet all your friends here for a bite to eat and watch the footy!  Our new look will be completed on the 14th of September!  Watch this space.","2011-08-31T16:10:25+0000","132381636805635_247955741914890","1","2","status","63","75","2","1","16","Wed","3969"
"infoDataTemp","Name Our Beer and WIN finale: Augustus Macsimus is the winning ale name from Steve Wyatt, a McMullen’s customer at the White Horse, Burnham Green. Apparently to get the Ancient Britons on their side, Centurion Augustus Macsimus set up the ‘Macs Elemnull’ brewery in a Roman fort near Hertford, hence their famous motto of ‘We came, we saw, we brewed”. The runner’s up are customers: Giles Chapman, Brian Ponting, John Nichols, Pamela Clay and John Bowness. We were chuffed with all the suggestions and want to say cheers to all those who entered! Big thumbs up from the Macs brewery team.","2011-08-17T14:49:57+0000","132381636805635_240812942629170","0","0","photo","101","75","2","0","14","Wed","10201"
"infoDataTemp","Tottenham Spurs vs Hearts","2011-08-17T10:14:00+0000","132381636805635_240715945972203","0","0","status","4","75","2","0","10","Wed","16"
"infoDataTemp","Thank you all who braved the weather and came to us for lunch/dinner to celebrate St Georges day. The weather's going to be bad all we so come and warm up here with a freshly ground coffee or something tasty from our new menu! See you soon","2012-04-23T21:32:25+0000","192210044125827_429587843721378","0","0","status","47","278","21","0","21","Mon","2209"
"infoDataTemp","Tomorrow is when we celebrate the life of our patron saint, St. George. We will have some delicious St. Georges day specials for you to enjoy so come along. Food served from 12pm.","2012-04-22T09:48:45+0000","192210044125827_428431483837014","0","0","photo","33","278","21","0","09","Sun","1089"
"infoDataTemp","Come along today for one of our famous roast dinners, our choice of meats today are Lamb, Beef, Gammon or Pork.","2012-04-22T09:44:44+0000","192210044125827_428430013837161","0","0","status","21","278","21","0","09","Sun","441"
"infoDataTemp","I know the weather hasn't been too great this week. It's a good job then that we have a gorgeous indoors as well as outdoors. If you haven't sampled anything from our new menu yet come and have a look at what we've got to offer. See you soon :o)","2012-04-19T10:25:32+0000","192210044125827_426239477389548","2","0","status","50","278","21","1","10","Thu","2500"
"infoDataTemp","To all our Priority Club members. Don't forget to come down and use your 2 for 1 voucherson our fantastic new menu! If you haven't already signed up to our Priority Club it's easy, just come down and fill out one of our cards and get lots of special offers throughout the year, not mention a free bottle of wine on your birthday!","2012-04-14T18:53:22+0000","192210044125827_421201381226691","0","0","status","63","278","21","0","18","Sat","3969"
"infoDataTemp","Come down this Monday for our Psychic night starting from 5pm. They have a special half price offer between 5pm and 6pm. Discover your future here at the Millstream!","2012-04-12T11:26:19+0000","192210044125827_419600051386824","0","0","photo","29","278","21","0","11","Thu","841"
"infoDataTemp","Hi folks, we hope you had a good Easter weekend. We've got some great stuff coming up like St Georges specials on the 23rd April and our amazing Cinco De Mayo week from the 2nd May to the 8th May! Dig out you sombreros!!!","2012-04-09T20:25:06+0000","192210044125827_417774144902748","0","0","status","44","278","21","0","20","Mon","1936"
"infoDataTemp","Happy Easter everyone :o)","2012-04-08T16:43:55+0000","192210044125827_416940578319438","3","0","status","4","278","21","1","16","Sun","16"
"infoDataTemp","Don't forget that tomorrow is Easter Sunday. Bring the kids down for 11am and join in with our Easter egg hunt. It's completely free and your little ones will meet the EASTER BUNNY himself!!!!!! See you there.","2012-04-07T12:20:01+0000","192210044125827_416172401729589","2","0","status","37","278","21","1","12","Sat","1369"
"infoDataTemp","Remember folks our first BBQ of the year is on here tomorrow night from 6pm so come down for a choice of delicious burgers, sausages and much more. If you don't fancy a BBQ then we now have our new menu so come and sample one of our new dishes! See you then.","2012-04-04T18:53:57+0000","192210044125827_414362621910567","0","0","photo","53","278","21","0","18","Wed","2809"
"infoDataTemp","Hi all. We are launching our new SUMMER MENU this Wednesday so make sure you come along and sample one of our new dishes. We are introducing among others mouthwatering spare ribs, classic chicken kiev and a gorgeous vagetable risotto!","2012-04-02T19:21:47+0000","192210044125827_412992385380924","1","0","status","40","278","21","1","19","Mon","1600"
"infoDataTemp","We have some exciting news boys and girls. It has been confirmed that the famous Easter Bunny will be joining us on our Easter egg hunt on Sunday 8th April. Come along at 11am for lots of fun and treats!!","2012-03-30T10:46:33+0000","192210044125827_410698112277018","0","0","photo","40","278","21","0","10","Fri","1600"
"infoDataTemp","It's yet another sunny day in Hitchin so come and enjoy our lovely beer garden. It's the last day to snap up a 3 for £10 meal deal from 3pm today as well!!!!","2012-03-29T11:40:27+0000","192210044125827_410023749011121","0","0","status","33","278","21","0","11","Thu","1089"
"infoDataTemp","We end our 3 for £10 meal deal this month so there is only 2 days left! Come and take advantage of this great deal while you still can.","2012-03-28T17:18:19+0000","192210044125827_409510725729090","0","0","status","29","278","21","0","17","Wed","841"
"infoDataTemp","Remember folks that our first BBQ of the year is on Thursday 5th April from 6pm. Come on down if you fancy some mouthwatering ribs, burgers, sausages and much more. Yummy!","2012-03-25T16:46:50+0000","192210044125827_407475579265938","3","0","status","31","278","21","1","16","Sun","961"
"infoDataTemp","We love you spring!!!! Our beer garden is shinning so come down and see us!","2012-03-22T12:23:45+0000","192210044125827_405378976142265","1","0","photo","15","278","21","1","12","Thu","225"
"infoDataTemp","Spring is finally here ladies and gents and Easter is just around the corner. We've got some great events coming up to celebrate such as our first BBQ of the year on the 5th and our fab Easter egg hunt on the 8th! Bring the kids and have fun!","2012-03-21T22:44:52+0000","192210044125827_405055149507981","1","0","status","49","278","21","1","22","Wed","2401"
"infoDataTemp","Thank you to everyone who joined us on Mothers Day. We hope you all had a great time! Come along and see us on Thursday 5th April for our FIRST BBQ of 2012! There will be some fantastic, finger licking dishes on offer! See you then.","2012-03-19T12:58:24+0000","192210044125827_403393726340790","1","0","photo","46","278","21","1","12","Mon","2116"
"infoDataTemp","We are celebrating St. Patricks day tomorrow with some mouthwatering, Irish inspired specials which includes;
 
Prawns in a whisky cream to start.
Corned Beef hash pie or Mussels in a garlic sauce
And for afters an Irish liqueur cheesecake or Whisky and orange pudding!

YUMMY, YUMMY :o) See you there.","2012-03-16T20:23:32+0000","192210044125827_401692666510896","0","0","status","47","278","21","0","20","Fri","2209"
